action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,19458563,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)C[C@H](C)NC2,,,CHEMBL4476874,,2018,,CHEMBL4585081,,CHEMBL4585081,,0,http://www.openphacts.org/units/Nanomolar,3252738,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458564,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,,,CHEMBL4476874,,2018,,CHEMBL4535924,,CHEMBL4535924,,0,http://www.openphacts.org/units/Nanomolar,3252739,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458565,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3c(S(C)(=O)=O)cccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4573777,,CHEMBL4573777,,0,http://www.openphacts.org/units/Nanomolar,3252740,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458566,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1cccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc12,,,CHEMBL4476874,,2018,,CHEMBL4565030,,CHEMBL4565030,,0,http://www.openphacts.org/units/Nanomolar,3252741,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458567,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc4c(cc3s1)OCO4)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4593183,,CHEMBL4593183,,0,http://www.openphacts.org/units/Nanomolar,3252742,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458568,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc4c(cc3s1)OCO4)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4587242,,CHEMBL4587242,,0,http://www.openphacts.org/units/Nanomolar,3252743,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458569,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)CCN[C@@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4518885,,CHEMBL4518885,,0,http://www.openphacts.org/units/Nanomolar,3252744,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458570,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)C[C@@H](C)NC2,,,CHEMBL4476874,,2018,,CHEMBL4537380,,CHEMBL4537380,,0,http://www.openphacts.org/units/Nanomolar,3252745,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458571,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3c(Br)cccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4529277,,CHEMBL4529277,,0,http://www.openphacts.org/units/Nanomolar,3252746,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458572,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3c(NC(=O)c4ccccc4)cccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4544584,,CHEMBL4544584,,0,http://www.openphacts.org/units/Nanomolar,3252747,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458573,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(C[C@@H]1CCCN1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4583211,,CHEMBL4583211,,0,http://www.openphacts.org/units/Nanomolar,3252748,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458574,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(C[C@H]1CCCN1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4554002,,CHEMBL4554002,,0,http://www.openphacts.org/units/Nanomolar,3252749,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458575,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc4c(cc3s1)OCO4)CCN(C(C)C)C2,,,CHEMBL4476874,,2018,,CHEMBL4519277,,CHEMBL4519277,,0,http://www.openphacts.org/units/Nanomolar,3252750,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458576,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(C)c4)ccc3s1)C[C@@H](C)N[C@@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4483527,,CHEMBL4483527,,0,http://www.openphacts.org/units/Nanomolar,3252751,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458577,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(C)c4)ccc3s1)C[C@@H](C)N[C@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4577279,,CHEMBL4577279,,0,http://www.openphacts.org/units/Nanomolar,3252752,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458578,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(C)c4)ccc3s1)C[C@H](C)N[C@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4483623,,CHEMBL4483623,,0,http://www.openphacts.org/units/Nanomolar,3252753,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458579,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(C)c4)ccc3s1)C[C@H](C)N[C@@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4518125,,CHEMBL4518125,,0,http://www.openphacts.org/units/Nanomolar,3252754,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458580,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3c(C#N)cccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4547153,,CHEMBL4547153,,0,http://www.openphacts.org/units/Nanomolar,3252755,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458581,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)CCN[C@@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4565524,,CHEMBL4565524,,0,http://www.openphacts.org/units/Nanomolar,3252756,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458582,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)CCN[C@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4563071,,CHEMBL4563071,,0,http://www.openphacts.org/units/Nanomolar,3252757,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458583,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)C[C@H](C)NC2,,,CHEMBL4476874,,2018,,CHEMBL4580939,,CHEMBL4580939,,0,http://www.openphacts.org/units/Nanomolar,3252758,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458584,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(C)CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,,,CHEMBL4476874,,2018,,CHEMBL4579907,,CHEMBL4579907,,0,http://www.openphacts.org/units/Nanomolar,3252759,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458585,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCN[C@@H]1C[C@H]2CNC[C@H]2C1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4583462,,CHEMBL4583462,,0,http://www.openphacts.org/units/Nanomolar,3252760,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458586,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)CCN(C(C)C)C2,,,CHEMBL4476874,,2018,,CHEMBL4513466,,CHEMBL4513466,,0,http://www.openphacts.org/units/Nanomolar,3252761,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458587,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)CCN(C(C)C)C2,,,CHEMBL4476874,,2018,,CHEMBL4558417,,CHEMBL4558417,,0,http://www.openphacts.org/units/Nanomolar,3252762,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458588,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C)c(C)cc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4575222,,CHEMBL4575222,,0,http://www.openphacts.org/units/Nanomolar,3252763,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458589,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCCN(C)CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,,,CHEMBL4476874,,2018,,CHEMBL4592337,,CHEMBL4592337,,0,http://www.openphacts.org/units/Nanomolar,3252764,>,38,1,>,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,10.0
,,19458590,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)CCN(C(C)C)C2,,,CHEMBL4476874,,2018,,CHEMBL4526959,,CHEMBL4526959,,0,http://www.openphacts.org/units/Nanomolar,3252765,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458591,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4562871,,CHEMBL4562871,,0,http://www.openphacts.org/units/Nanomolar,3252766,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458592,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(C4CC4)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4581090,,CHEMBL4581090,,0,http://www.openphacts.org/units/Nanomolar,3252767,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458593,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(NS(C)(=O)=O)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4549257,,CHEMBL4549257,,0,http://www.openphacts.org/units/Nanomolar,3252768,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458594,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3c(NS(C)(=O)=O)cccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4574377,,CHEMBL4574377,,0,http://www.openphacts.org/units/Nanomolar,3252769,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458595,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,C=Cc1cccc2sc(-c3c(NC(=O)CCNCCOC)sc4c3CCNC4)nc12.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,,,CHEMBL4476874,,2018,,CHEMBL4520957,,CHEMBL4598289,,0,http://www.openphacts.org/units/Nanomolar,3252770,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458596,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)C[C@@H](C)N[C@@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4592802,,CHEMBL4592802,,0,http://www.openphacts.org/units/Nanomolar,3252771,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458597,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)C[C@@H](C)N[C@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4566946,,CHEMBL4566946,,0,http://www.openphacts.org/units/Nanomolar,3252772,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458598,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)C[C@H](C)N[C@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4538769,,CHEMBL4538769,,0,http://www.openphacts.org/units/Nanomolar,3252773,>,38,1,>,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,10.0
,,19458599,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(C(F)(F)F)ccc3s1)C[C@H](C)N[C@@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4513997,,CHEMBL4513997,,0,http://www.openphacts.org/units/Nanomolar,3252774,>,38,1,>,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,10.0
